totalFare,arrival_airport_id,departure_airport_id,airline_id,airplane_id,book_info_id,flight_info_id
103.81935483870969,3350,3470,7,77,206,206
253.78064516129035,3514,3350,7,181,207,207
113.36037735849058,3676,3514,0,74,208,208
172.73962264150944,3630,3676,0,178,209,209
79.08273615635179,3470,3350,7,74,210,210
258.1172638436482,3350,3497,7,77,211,211
190.1851948051948,3473,3630,0,178,212,212
58.874719101123596,3676,3482,0,74,213,213
77.2252808988764,3445,3676,0,178,214,214
379.3847682119205,3270,3676,0,80,215,215
136.71523178807948,3676,3597,0,178,216,216
149.1325635103926,3270,3551,7,178,217,217
254.45743648960737,3551,3497,7,178,218,218
102.6711217183771,3285,3270,7,77,219,219
364.92887828162293,3270,3482,7,178,220,220
257.3833606557377,3597,3336,1,80,221,221
90.2266393442623,3336,3551,1,178,222,222
344.789592760181,3285,3482,1,80,223,223
171.810407239819,3482,3295,1,181,224,224
238.6573913043478,3470,3534,0,80,225,225
234.54260869565218,3376,3470,0,178,226,226
428.6645161290323,3445,3285,1,80,227,227
321.3445292620865,3445,3377,1,80,228,228
166.2554707379135,3377,3270,1,178,229,229
241.6,3597,3445,3,77,230,230
233.605,3285,3658,1,181,231,231
233.605,3658,3376,1,77,232,232
140.1872340425532,3263,3270,0,74,233,233
257.4127659574468,3482,3263,0,80,234,234
152.85547445255474,3295,3249,7,77,235,235
345.7445255474453,3376,3295,7,74,236,236
237.26532710280372,3470,3376,0,80,237,237
149.34467289719626,3551,3470,0,80,238,238
69.58015267175574,3534,3263,0,74,239,239
251.23636363636365,3376,3295,7,178,240,240
83.98,3551,3445,2,80,241,241
209.78855421686748,3350,3534,7,181,242,242
170.81144578313254,3551,3350,7,178,243,243
220.96731301939062,3470,3270,0,80,244,244
146.63268698060944,3630,3470,0,178,245,245
372.0315789473685,3270,3658,1,181,246,246
357.8086956521739,3514,3285,7,181,247,247
288.6,3470,3551,7,74,248,248
405.358174386921,3482,3534,1,80,249,249
201.85182561307906,3552,3482,1,181,250,250
228.6,3295,3630,3,74,251,251
146.56285714285715,3270,3377,6,77,252,252
195.41714285714286,3377,3551,6,181,253,253
222.96326530612248,3534,3470,0,80,254,254
234.63673469387754,3470,3514,0,178,255,255
82.64395604395604,3551,3470,0,80,256,256
159.95604395604394,3470,3497,0,178,257,257
278.6,3514,3630,7,181,258,258
268.5115879828326,3630,3551,0,178,259,259
183.6,3470,3295,7,74,260,260
398.6,3514,3285,7,178,261,261
100.39818897637795,3678,3376,2,80,262,262
138.6,3630,3249,0,178,263,263
299.89231155778896,3377,3630,7,77,264,264
135.71768844221106,3254,3377,6,178,265,265
232.6,3285,3551,7,178,266,266
78.6,3270,3285,6,77,267,267
271.52740213523134,3482,3551,1,80,268,268
268.6183783783784,3422,3630,7,74,269,269
229.9958091286307,3445,3551,1,80,270,270
190.40554016620501,3470,3497,0,178,271,271
97.19445983379502,3551,3470,0,80,272,272
86.4655172413793,3287,3630,0,74,273,273
311.9590262172285,3630,3482,7,74,274,274
309.63097378277155,3552,3630,7,77,275,275
218.72900321543406,3249,3551,3,80,276,276
64.75819852941177,3630,3658,5,178,277,277
116.83180147058825,3658,3295,5,178,278,278
214.52664907651715,3630,3285,0,80,279,279
103.07335092348286,3497,3630,0,178,280,280
358.6,3551,3270,7,205,281,281
128.26491803278688,3630,3497,7,77,282,282
119.33508196721311,3470,3630,7,178,283,283
134.2511627906977,3482,3630,1,77,284,284
226.94341463414636,3552,3285,0,80,285,285
84.55416666666666,3321,3676,0,74,286,286
71.54583333333333,3497,3321,0,74,287,287
478.6,3285,3445,1,80,288,288
186.37858638743452,3658,3285,5,178,289,289
140.21141361256545,3249,3658,5,178,290,290
98.60338983050848,3676,3446,0,80,291,291
62.996610169491525,3446,3376,0,178,292,292
178.4689655172414,3514,3630,7,77,293,293
230.13103448275862,3630,3552,7,178,294,294
231.6,3295,3470,0,80,295,295
688.59,3514,3270,7,181,296,296
384.7095744680851,3385,3285,1,178,297,297
213.6,3249,3376,3,178,298,298
177.9832699619772,3630,3552,0,77,299,299
161.2167300380228,3295,3630,0,178,300,300
321.1332850241546,3445,3295,7,181,301,301
208.61,3497,3470,3,178,302,302
164.37777777777777,3597,3376,3,178,303,303
181.6,3630,3552,0,80,304,304
348.59,3551,3445,1,80,305,305
184.77142857142857,3514,3551,7,181,306,306
109.08674698795181,3270,3285,7,77,307,307
181.24363636363634,3551,3667,7,77,308,308
123.34636363636362,3667,3270,7,74,309,309
117.48392156862745,3630,3482,1,80,310,310
124.11607843137253,3482,3470,1,80,311,311
128.35,3445,3597,0,77,312,312
146.1596107055961,3630,3497,7,77,313,313
62.129999999999995,3321,3630,0,178,314,314
40.47,3497,3321,0,74,315,315
398.6,3285,3482,1,80,316,316
274.12465909090906,3445,3551,1,80,317,317
220.7124378109453,3676,3295,0,80,318,318
233.1940740740741,3497,3470,0,178,319,319
214.40592592592594,3470,3285,0,80,320,320
151.99559471365637,3552,3446,0,80,321,321
475.35,3249,3270,0,80,322,322
139.678125,3630,3470,0,80,323,323
113.921875,3676,3630,0,80,324,324
107.26996699669967,3376,3445,1,181,325,325
109.05662337662336,3478,3285,0,74,326,326
185.0522448979592,3630,3482,1,80,327,327
183.5477551020408,3482,3376,1,80,328,328
177.61450777202072,3426,3552,0,74,329,329
378.0953545232274,3270,3630,6,77,330,330
164.50464547677262,3630,3482,1,80,331,331
285.6,3470,3285,1,77,332,332
218.16144578313256,3470,3376,0,178,333,333
133.4385542168675,3551,3470,0,80,334,334
73.98251366120219,3482,3676,0,74,335,335
125.11748633879782,3676,3552,0,77,336,336
103.58333333333333,3658,3551,1,80,337,337
145.01666666666668,3295,3658,1,74,338,338
148.22119565217392,3551,3285,7,181,339,339
241.3888043478261,3497,3551,7,74,340,340
232.6,3551,3270,7,181,341,341
299.1105590062112,3270,3597,0,80,342,342
435.9875,3295,3470,7,77,343,343
154.6,3630,3497,0,74,344,344
236.55405405405406,3551,3676,0,80,345,345
113.54594594594596,3676,3552,0,77,346,346
165.59452887537995,3630,3249,7,181,347,347
129.62400000000002,3490,3470,0,80,348,348
136.23794466403163,3482,3376,1,80,349,349
290.47077981651375,3630,3514,7,74,350,350
272.3160550458716,3470,3497,0,178,351,351
216.28394495412846,3534,3470,0,80,352,352
119.77955801104973,3482,3630,7,74,353,353
241.90327868852458,3270,3597,0,80,354,354
159.74754098360657,3497,3445,1,77,355,355
112.51948051948052,3249,3552,0,80,356,356
161.98130841121494,3482,3295,1,77,357,357
90.2861842105263,3520,3285,6,181,358,358
92.69381578947367,3551,3520,6,181,359,359
44.9635838150289,3482,3676,0,77,360,360
71.1364161849711,3676,3552,0,80,361,361
69.37185185185184,3497,3676,0,178,362,362
110.72814814814815,3630,3497,0,178,363,363
215.26725663716815,3263,3445,0,77,364,364
176.6890459363958,3630,3497,7,74,365,365
145.91095406360424,3552,3630,7,181,366,366
40.02424242424242,3497,3630,0,74,367,367
61.57575757575757,3376,3497,0,80,368,368
51.0705,3676,3482,0,74,369,369
75.0295,3497,3676,0,178,370,370
137.11705069124423,3445,3676,0,178,371,371
148.98294930875576,3676,3295,0,178,372,372
159.3369458128079,3321,3676,0,74,373,373
335.2132295719844,3295,3470,7,178,374,374
304.66594005449593,3376,3630,7,74,375,375
110.6,3482,3376,0,74,376,376
191.34901960784313,3254,3377,6,181,377,377
280.8509803921568,3377,3551,7,74,378,378
178.6,3551,3630,7,178,379,379
238.6,3295,3514,7,181,380,380
126.1247238095238,3333,3497,3,77,381,381
60.43386627906977,3249,3552,0,80,382,382
216.75613372093022,3470,3249,0,80,383,383
59.85053097345133,3321,3249,0,74,384,384
231.24787644787648,3630,3514,7,77,385,385
227.89706214689267,3285,3270,7,178,386,386
102.1,3249,3676,0,77,387,387
118.6,3285,3470,1,77,388,388
119.25965770171149,3534,3470,0,80,389,389
128.3403422982885,3470,3514,0,178,390,390
246.3313432835821,3678,3552,2,77,391,391
161.54594594594596,3470,3551,0,80,392,392
190.05405405405406,3630,3470,0,178,393,393
139.48014457831326,3285,3630,7,205,394,394
78.12985542168674,3630,3295,7,181,395,395
114.83884514435695,3470,3534,0,80,396,396
133.76115485564304,3497,3470,0,178,397,397
88.94618181818181,3630,3514,7,77,398,398
103.65381818181818,3514,3376,7,178,399,399
161.17866666666666,3482,3552,1,178,400,400
129.04929319371726,3482,3514,1,77,401,401
349.5607068062827,3534,3482,1,80,402,402
80.10285714285715,3630,3497,0,178,403,403
57.497142857142855,3676,3630,0,178,404,404
81.9522633744856,3676,3497,0,178,405,405
78.6477366255144,3497,3630,0,74,406,406
71.81176470588235,3249,3514,7,181,407,407
80.78823529411764,3514,3482,7,178,408,408
87.87272727272726,3376,3512,0,74,409,409
73.22727272727272,3512,3676,0,74,410,410
192.46020066889633,3376,3597,3,77,411,411
101.13979933110369,3597,3445,3,77,412,412
249.0171875,3514,3285,7,178,413,413
165.95017793594306,3630,3552,0,77,414,414
155.64982206405696,3295,3630,0,178,415,415
38.619811320754714,3249,3597,3,77,416,416
528.6,3270,3482,1,205,417,417
269.6,3676,3470,0,80,418,418
408.6,3270,3514,7,181,419,419
124.56032388663968,3376,3321,0,178,420,420
63.03967611336032,3321,3497,0,74,421,421
188.6,3482,3249,1,80,422,422
93.17816129032258,3630,3350,7,181,423,423
84.03183870967742,3350,3551,7,181,424,424
186.6715935334873,3658,3285,1,181,425,425
201.9284064665127,3376,3658,1,77,426,426
65.6,3551,3336,1,80,427,427
82.0,3336,3270,1,178,428,428
133.21411764705883,3551,3249,7,178,429,429
68.98588235294118,3285,3551,7,178,430,430
150.8833242506812,3678,3551,2,80,431,431
102.21255605381165,3470,3295,0,178,432,432
85.38744394618834,3285,3470,0,80,433,433
96.72413793103448,3321,3376,0,178,434,434
59.29127906976744,3482,3470,0,80,435,435
101.30872093023255,3470,3552,0,80,436,436
236.9281609195402,3285,3470,1,77,437,437
165.27183908045978,3470,3482,1,80,438,438
498.1,3270,3676,0,80,439,439
305.4805970149254,3482,3285,1,80,440,440
98.94524714828896,3295,3376,7,77,441,441
415.8627415143603,3285,3630,7,205,442,442
189.7472584856397,3630,3482,7,77,443,443
106.83715170278637,3534,3377,6,77,444,444
124.76284829721362,3377,3551,6,181,445,445
88.6,3534,3270,7,77,446,446
147.1,3597,3676,0,178,447,447
168.66666666666666,3336,3270,1,178,448,448
318.93333333333334,3445,3336,1,181,449,449
328.1,3285,3676,0,80,450,450
63.06666666666666,3514,3295,7,74,451,451
259.6,3597,3482,3,77,452,452
168.61,3676,3597,3,178,453,453
446.6,3676,3376,0,178,454,454
379.35858910891085,3482,3270,2,77,455,455
288.6,3482,3295,7,74,456,456
296.3525581395349,3497,3350,7,178,457,457
322.24744186046513,3350,3270,7,181,458,458
89.15806451612904,3470,3350,7,74,459,459
272.772610619469,3630,3321,7,74,460,460
100.91099476439791,3482,3376,1,80,461,461
63.99,3676,3248,2,77,462,462
158.6,3285,3551,7,178,463,463
64.62952941176471,3514,3426,7,74,464,464
155.4683026584867,3377,3285,6,181,465,465
150.33846153846156,3295,3249,7,77,466,466
197.15702479338844,3552,3482,1,181,467,467
192.6,3376,3597,3,178,468,468
275.91787234042556,3470,3497,0,178,469,469
266.68212765957446,3270,3470,0,80,470,470
188.6,3249,3552,0,77,471,471
219.15271565495212,3597,3470,3,178,472,472
283.43017676767676,3285,3658,1,80,473,473
148.6,3445,3497,1,74,474,474
145.00996677740866,3520,3551,6,178,475,475
136.5900332225914,3285,3520,6,77,476,476
71.37213114754098,3676,3514,0,77,477,477
184.72786885245904,3551,3676,0,178,478,478
42.8664312267658,3482,3678,2,77,479,479
154.6,3295,3630,0,74,480,480
278.6,3482,3470,1,80,481,481
177.46259259259259,3552,3630,0,74,482,482
258.12740740740736,3630,3497,0,178,483,483
188.17488584474887,3497,3676,0,80,484,484
211.92511415525115,3676,3552,0,80,485,485
342.18844444444443,3534,3482,1,80,486,486
200.01155555555556,3482,3249,1,80,487,487
321.0916387959866,3285,3350,7,181,488,488
107.50836120401338,3350,3470,7,74,489,489
148.6,3482,3597,1,181,490,490
388.6,3514,3630,7,181,491,491
139.98150684931508,3321,3676,0,77,492,492
388.6,3285,3445,1,80,493,493
264.0493670886076,3350,3285,7,181,494,494
448.0259550561798,3270,3514,6,77,495,495
151.6,3552,3630,7,181,496,496
148.6,3497,3482,1,80,497,497
98.3942723004695,3285,3336,1,181,498,498
79.21572769953052,3336,3551,1,178,499,499
248.6,3514,3270,0,77,500,500
217.92788944723617,3285,3658,1,181,501,501
79.52107279693486,3445,3376,1,205,502,502
329.6,3630,3249,3,178,503,503
114.6556886227545,3350,3470,7,74,504,504
395.9443113772455,3270,3350,7,181,505,505
395.68805460750855,3350,3552,7,77,506,506
128.91194539249148,3470,3350,7,74,507,507
73.73812636165577,3552,3249,0,178,508,508
172.42931034482757,3630,3295,7,178,509,509
185.42943925233646,3470,3270,0,80,510,510
187.1705607476636,3497,3470,0,178,511,511
513.3905292479109,3445,3285,1,80,512,512
228.874,3285,3270,7,77,513,513
279.6,3470,3630,0,178,514,514
154.71976047904192,3295,3482,7,74,515,515
222.4802395209581,3376,3295,7,178,516,516
170.31455108359134,3470,3551,0,80,517,517
266.2854489164087,3552,3470,0,80,518,518
126.75365853658535,3676,3514,0,77,519,519
178.94634146341463,3597,3676,0,74,520,520
148.6,3676,3497,3,178,521,521
342.6,3470,3630,0,178,522,522
91.95310344827587,3676,3473,0,178,523,523
70.64689655172413,3473,3551,0,178,524,524
665.0015151515152,3350,3376,7,178,525,525
282.6845637583893,3630,3470,7,74,526,526
263.49613259668513,3649,3630,7,77,527,527
122.01838235294119,3658,3551,1,80,528,528
158.10225563909773,3482,3295,1,178,529,529
307.3490666666667,3630,3551,0,178,530,530
145.19175824175827,3482,3295,1,77,531,531
148.41824175824175,3470,3482,1,77,532,532
154.75018867924527,3497,3445,1,77,533,533
219.1231939163498,3470,3482,0,80,534,534
195.4768060836502,3551,3470,0,80,535,535
189.2534296028881,3445,3470,0,178,536,536
134.34657039711192,3470,3551,0,80,537,537
77.13036437246963,3676,3295,0,80,538,538
92.96963562753037,3630,3676,0,178,539,539
146.1340720221607,3336,3534,1,178,540,540
371.0659279778394,3552,3336,1,80,541,541
357.6305084745763,3551,3482,7,77,542,542
253.96949152542373,3285,3551,7,205,543,543
348.6,3470,3551,7,77,544,544
260.52156862745096,3551,3445,1,80,545,545
442.5254437869823,3630,3285,7,205,546,546
203.61,3597,3376,0,178,547,547
162.52110726643596,3376,3249,0,80,548,548
1061.149315068493,3806,3470,6,74,549,549
102.8774193548387,3482,3497,1,77,550,550
131.89166666666668,3445,3482,1,80,551,551
198.6,3676,3445,0,178,552,552
301.06666666666666,3630,3249,7,181,553,553
74.21629629629629,3552,3482,1,181,554,554
87.3837037037037,3482,3497,1,77,555,555
93.6,3249,3552,0,178,556,556
209.9979274611399,3473,3482,1,80,557,557
208.61,3497,3551,7,74,558,558
374.61314285714286,3551,3249,7,178,559,559
88.5645306122449,3470,3473,0,178,560,560
217.0454693877551,3473,3285,0,178,561,561
231.0386075949367,3551,3482,1,80,562,562
150.13521126760563,3534,3336,1,178,563,563
357.46478873239437,3336,3482,1,87,564,564
188.93867403314917,3497,3630,7,77,565,565
314.73571428571427,3551,3285,7,181,566,566
285.6,3470,3270,0,80,567,567
203.37777777777777,3497,3445,1,77,568,568
185.6,3482,3376,0,74,569,569
278.10774468085106,3630,3552,0,74,570,570
118.20056603773584,3658,3249,5,178,571,571
148.37943396226413,3285,3658,5,178,572,572
156.93675213675215,3445,3470,1,77,573,573
81.69839999999999,3630,3676,0,178,574,574
80.4016,3676,3597,0,178,575,575
195.13804568527917,3249,3514,7,178,576,576
191.6,3470,3551,0,80,577,577
557.9971153846154,3597,3676,0,178,578,578
562.539792147806,3270,3445,1,181,579,579
215.67020785219398,3445,3497,1,74,580,580
281.587786259542,3630,3270,7,181,581,581
136.01221374045804,3295,3630,7,74,582,582
243.1,3295,3676,0,178,583,583
429.12704402515726,3630,3285,0,178,584,584
265.35727272727274,3336,3376,1,181,585,585
264.78652996845426,3551,3270,7,178,586,586
283.82347003154575,3445,3551,7,77,587,587
200.9740458015267,3295,3249,7,74,588,588
150.79298245614035,3482,3470,1,80,589,589
158.6,3249,3514,7,181,590,590
66.49824561403508,3263,3534,0,74,591,591
263.10175438596497,3552,3263,0,80,592,592
159.89178082191782,3377,3254,6,181,593,593
374.7082191780822,3514,3377,6,181,594,594
101.68765957446809,3285,3470,0,80,595,595
134.9123404255319,3470,3249,0,178,596,596
252.61,3249,3470,0,80,597,597
87.2,3263,3285,0,74,598,598
283.4,3552,3263,0,80,599,599
272.10127226463106,3377,3470,6,181,600,600
134.49872773536896,3270,3377,6,181,601,601
278.6,3482,3376,1,80,602,602
319.3933333333334,3551,3497,7,74,603,603
156.76488721804512,3295,3482,7,178,604,604
60.731395348837204,3606,3676,0,80,605,605
115.6,3552,3376,0,80,606,606
479.51979695431476,3249,3336,1,178,607,607
173.7768,3376,3676,0,178,608,608
340.3947780678851,3295,3336,7,74,609,609
297.1,3497,3676,0,178,610,610
78.98,3551,3534,2,80,611,611
198.6,3445,3376,1,80,612,612
148.25367647058823,3497,3630,0,74,613,613
174.34632352941176,3630,3552,0,178,614,614
30.48089171974522,3295,3249,7,178,615,615
54.68571428571428,3514,3630,7,74,616,616
72.91428571428571,3630,3551,7,178,617,617
62.40246913580246,3376,3497,0,178,618,618
39.197530864197525,3497,3630,0,178,619,619
293.28000000000003,3630,3321,7,74,620,620
35.85233532934131,3482,3678,2,77,621,621
162.6,3552,3630,0,178,622,622
259.6,3470,3551,0,80,623,623
145.4260650887574,3482,3295,1,181,624,624
203.1839349112426,3551,3482,1,80,625,625
35.398198198198195,3270,3285,3,77,626,626
194.6,3376,3470,0,80,627,627
408.6,3270,3514,7,181,628,628
134.6635944700461,3534,3470,0,80,629,629
172.93640552995393,3470,3497,0,178,630,630
174.33732718894012,3497,3630,7,74,631,631
85.65808823529412,3658,3551,1,80,632,632
157.54945054945057,3482,3295,1,77,633,633
161.05054945054945,3470,3482,1,77,634,634
90.2711590296496,3551,3285,7,178,635,635
143.92884097035042,3497,3551,7,74,636,636
76.80895522388059,3534,3263,0,77,637,637
113.79104477611939,3263,3270,0,178,638,638
82.5936305732484,3497,3321,0,74,639,639
97.50636942675159,3321,3676,0,80,640,640
366.0404891304348,3676,3285,0,80,641,641
100.05951086956523,3514,3676,0,74,642,642
196.1811023622047,3497,3551,7,74,643,643
136.01889763779528,3551,3270,7,178,644,644
117.18688524590165,3497,3445,1,77,645,645
181.63114186851212,3630,3497,0,74,646,646
128.9688581314879,3552,3630,0,178,647,647
147.1,3497,3676,3,178,648,648
323.21543269230773,3551,3678,7,181,649,649
232.3945673076923,3678,3597,1,80,650,650
72.21,3470,3321,0,77,651,651
27.39,3321,3497,0,74,652,652
411.7472289156627,3630,3285,7,181,653,653
110.39383259911894,3551,3263,0,74,654,654
123.80616740088105,3263,3270,0,178,655,655
101.95051546391753,3630,3514,7,181,656,656
257.99032258064517,3676,3470,0,80,657,657
